id,genre,director
440298,"Romance, Music, Drama",Paweł Pawlikowski
353081,"Action, Adventure",Christopher McQuarrie
41498,"Animation, Fantasy, Adventure",Munehisa Sakai
11615,"Drama, Thriller, Crime",Alan Parker
10747,Western,Clint Eastwood
10400,Drama,Norman Jewison
1567,"Drama, Thriller",Gaspar Noé
13689,Drama,Victor Salva
5781,"Comedy, Drama, Romance",Luis Buñuel
821881,"Drama, History",Sally El Hosaini
44012,Drama,Chantal Akerman
28874,"Animation, Science Fiction",Mamoru Hosoda
38985,"Thriller, Adventure, Drama",William Friedkin
1023,"Drama, Comedy, Crime",Anders Thomas Jensen
18917,"Animation, Fantasy, Adventure",Jan Švankmajer
13393,Drama,Çağan Irmak
2767,"Drama, Romance",Leos Carax
758866,Drama,Ryūsuke Hamaguchi
76758,"Drama, History, War",Zhang Yimou
940,"Mystery, Thriller",Alfred Hitchcock
10867,Drama,Giuseppe Tornatore
395834,"Crime, Mystery, Thriller, Drama",Taylor Sheridan
37719,"Comedy, Music",Sam Wood
13188,"Fantasy, Drama",Brian Desmond Hurst
10435,Drama,Richard Attenborough
973164,Comedy,John L. Spencer
921785,"Comedy, History, Music",Sydney Sibilia
193756,"War, Action, Drama",Peter Berg
9454,"Drama, Romance, Comedy",Andy Tennant
592279,"War, History, Drama",Konstantin Buslov
508883,"Animation, Adventure, Fantasy, Family, Drama",Hayao Miyazaki
19223,"Mystery, Thriller, Crime, Drama",Giuseppe Tornatore
12780,"Action, Crime, Drama",Yuen Woo-Ping
9549,"Drama, History, Adventure",Philip Kaufman
6916,"Action, Comedy",Marcello Fondato
3009,"Crime, Drama, Mystery",Orson Welles
686,"Drama, Science Fiction, Mystery",Robert Zemeckis
146,"Adventure, Drama, Action, Romance",Ang Lee
16305,"Comedy, Romance, Adventure",Preston Sturges
8094,"Drama, History",Peter Mullan
2503,"Action, Drama, Mystery, Thriller",Paul Greengrass
489418,Drama,Jeanne Herry
400160,"Family, Comedy, Adventure, Animation",Tim Hill
11030,Comedy,Woody Allen
7294,"Comedy, Drama, Romance",Aki Kaurismäki
718930,"Action, Comedy, Thriller",David Leitch
660000,"Drama, Romance, History",Xavier Giannoli
227306,"Drama, War",Angelina Jolie
11829,"Comedy, Western",Enzo Barboni
1653,Drama,Walter Salles
860159,"Comedy, Romance",Sammi Cohen
466272,"Comedy, Drama, Thriller",Quentin Tarantino
394117,Drama,Sean Baker
217993,"Animation, Action",Jay Oliva
101299,"Adventure, Action, Science Fiction",Francis Lawrence
617653,"History, Drama, Action",Ridley Scott
51828,"Drama, Romance",Lone Scherfig
13475,"Science Fiction, Action, Adventure",J.J. Abrams
376290,"Drama, Crime, Thriller",John Madden
13004,"Animation, Family",Gino Nichele
11236,"Drama, Family, Fantasy",Agnieszka Holland
10437,"Music, Comedy, Family, Fantasy, Drama",Brian Henson
9461,Action,Robert Clouse
319373,Drama,Naomi Kawase
65218,"Drama, Comedy, Music, TV Movie",Patricia Riggen
12207,"Action, Comedy",Lau Kar-Leung
4024,"Drama, Romance",Alain Resnais
645886,"Drama, Crime",Nora Fingscheidt
292011,Drama,Clint Eastwood
206487,"Science Fiction, Thriller","Michael Spierig, Peter Spierig"
340666,"Drama, Thriller",Tom Ford
27632,Horror,Mario Bava
853,"Drama, War, History, Romance",Jean-Jacques Annaud
823,"Animation, Drama, Romance, Thriller, Science Fiction",Hiroyuki Okiura
768362,"Drama, Mystery, Thriller","Nicholas D. Johnson, Will Merrick"
565310,"Comedy, Drama",Lulu Wang
502897,"Music, Drama",Kirill Serebrennikov
20558,"Mystery, Animation, Family, Adventure, Comedy, Fantasy",Joe Sichta
14092,"Action, Animation, Drama, Crime, Mystery, Science Fiction, Thriller",Mamoru Oshii
9918,"Drama, History",James Gartner
9426,"Horror, Science Fiction",David Cronenberg
1523,Drama,Kevin Macdonald
176,"Horror, Mystery, Crime",James Wan
26596,"Western, Drama, Romance",Nicholas Ray
10784,"Music, Drama, Romance",Bob Fosse
4584,"Drama, Romance",Ang Lee
284052,"Fantasy, Adventure, Action",Scott Derrickson
190859,"War, Action",Clint Eastwood
137106,"Animation, Family, Adventure, Comedy, Fantasy","Christopher Miller, Phil Lord"
4584,"Drama, Romance",Ang Lee
4232,"Crime, Horror, Mystery",Wes Craven
250219,Comedy,Sydney Sibilia
851303,"Drama, Comedy, Romance",Régis Roinsard
451480,"Romance, Drama, History",Mike Newell
13403,"Comedy, Music, Drama",John Cameron Mitchell
839,"Action, Thriller, TV Movie",Steven Spielberg
242,"Crime, Drama, Thriller",Francis Ford Coppola
659959,"Romance, Drama",François Ozon
644583,"Drama, Thriller",Kevin Macdonald
13199,"Crime, Drama",Edward James Olmos
11562,"Comedy, Drama, Crime",Woody Allen
4034,"Adventure, Action, Comedy",Philippe de Broca
1391,"Drama, Romance",Alfonso Cuarón
466420,"Crime, History, Drama",Martin Scorsese
273481,"Action, Crime, Thriller",Denis Villeneuve
4203,"Comedy, Drama",Pedro Almodóvar
575,"Drama, Thriller",Oliver Hirschbiegel
516486,"War, Action, Drama",Aaron Schneider
364433,"Drama, Action, Science Fiction",Gabriele Mainetti
18333,"Drama, Horror",Ingmar Bergman
6003,"Drama, Romance",Franco Zeffirelli
4174,"Thriller, Mystery, Romance",Alfred Hitchcock
626,Horror,Luis Buñuel
736074,"Animation, Mystery, Action, Crime",Chris Palmer
697843,"Action, Thriller, Crime",Sam Hargrave
76589,"Action, Animation, Science Fiction, Fantasy",Lauren Montgomery
11471,"Action, Crime, Drama",John Woo
11031,"Comedy, Music",Rob Reiner
5123,"Family, Drama, Music",Kirsten Sheridan
374461,Drama,Bruce Beresford
492,"Comedy, Drama, Fantasy",Spike Jonze
840326,"Action, War",Jalmari Helander
582014,"Thriller, Crime, Drama",Emerald Fennell
14257,"Comedy, History",Gérard Oury
11481,"Drama, Thriller, Horror",Roman Polanski
507089,"Horror, Thriller",Emma Tammi
39486,Drama,Randall Wallace
26963,"Animation, Family, Fantasy","Nora Twomey, Tomm Moore"
507505,"Drama, Crime",Luis Ortega
10474,"Drama, Crime",Scott Kalvert
630220,"Drama, Family",Francesco Amato
312221,"Drama, Action",Ryan Coogler
87827,"Adventure, Drama",Ang Lee
5723,"Drama, Music, Romance",John Carney
4032,"Comedy, Drama",Howard Zieff
1359,"Thriller, Drama, Crime",Mary Harron
814,"Comedy, Horror",John Landis
1360,"Drama, Romance",Julie Taymor
794,"Horror, Thriller",Richard Donner
639,"Comedy, Romance, Drama",Rob Reiner
226,"Crime, Drama",Kimberly Peirce
771077,"Comedy, Drama, Family",Cédric Klapisch
463257,"Adventure, Comedy, Drama","Michael Schwartz, Tyler Nilson"
736069,"Animation, War, Science Fiction",Jeff Wamester
541671,"Action, Thriller, Crime",Len Wiseman
20982,"Animation, Action, Fantasy",Hajime Kamegaki
876716,"Animation, Comedy, Family, Fantasy",McKenna Jean Harris
429617,"Action, Adventure, Science Fiction",Jon Watts
290542,Drama,George C. Wolfe
276624,"Action, Horror, Drama",Shinsuke Sato
166666,Drama,Sherry Hormann
165213,"Thriller, Crime, Drama",Park Hoon-jung
94329,"Action, Thriller, Crime",Gareth Evans
5967,"Drama, Romance",Jacques Demy
432836,"Crime, Mystery, Thriller",Won Shin-yeon
10849,"Fantasy, Comedy, Romance",Woody Allen
1075794,"Animation, Comedy, Family","David Wachtenheim, Robert Marianetti, Robert Smigel"
380225,"Drama, Comedy",Paolo Virzì
37135,"Family, Adventure, Animation, Drama","Chris Buck, Kevin Lima"
2690,"Romance, Comedy",Billy Wilder
8681,"Action, Thriller",Pierre Morel
877957,"Animation, Fantasy, Adventure",Hiroyasu Ishida
484747,"Drama, Comedy","Andréa Bescond, Eric Métayer"
423108,"Horror, Mystery, Thriller",Michael Chaves
26638,Drama,Michelangelo Antonioni
11545,"Comedy, Drama",Wes Anderson
11416,"Adventure, Drama, Action, History",Roland Joffé
2898,"Drama, Comedy, Romance",James L. Brooks
1847,"Mystery, Drama, Crime",Robert Altman
760,Comedy,Gérard Oury
447332,"Horror, Drama, Science Fiction",John Krasinski
382748,"Comedy, Drama, Romance, Family",Julia Hart
3085,"Comedy, Romance",Howard Hawks
388,"Crime, Drama, Thriller",Spike Lee
481432,"Drama, Fantasy",Alice Rohrwacher
4476,"Drama, Western, Romance, War, Action",Edward Zwick
487670,"Science Fiction, Animation, Action, Drama, Fantasy","Jake Castorena, Sam Liu"
20312,"Adventure, Comedy, Fantasy, Drama",Bob Gale
9662,"Animation, Comedy, Drama, Family",Sylvain Chomet
350,"Drama, Comedy",David Frankel
271706,"Animation, Adventure, Fantasy","Liang Xuan, Zhang Chun"
713,"Drama, Romance",Jane Campion
11230,"Action, Comedy",Yuen Woo-Ping
1407,"Music, Drama",Olivier Dahan
763,"Horror, Comedy",Peter Jackson
265712,"Animation, Family, Science Fiction, Fantasy, Adventure","Ryuichi Yagi, Takashi Yamazaki"
1000866,"Comedy, Drama, Music",Emmanuel Courcol
273895,"History, Drama",Ava DuVernay
37094,"Crime, Drama, Thriller",Joel Schumacher
476299,"Horror, Mystery, Thriller",Pascal Laugier
21832,"Animation, Drama, Science Fiction","Akira Takamura, Hideaki Anno, Hiroyuki Ishido, Kazuya Tsurumaki, Keiichi Sugiyama, Ken Ando, Masahiko Otsuka, Masayuki, Minoru Ohara, Naoyasu Habu, Seiji Mizushima, Shoichi Masuo, Tensai Okamura, Tetsuya Watanabe, Tsuyoshi Kaga"
13382,"Animation, Family, TV Movie, Adventure",Larry Roemer
2292,Comedy,Kevin Smith
813258,"Animation, Comedy, Fantasy","Derek Drymon, Jennifer Kluska"
265180,"Drama, Crime",Andrey Zvyagintsev
250538,Drama,Philippe Falardeau
46838,"Comedy, Horror",Eli Craig
22803,"Drama, Crime, Thriller",F. Gary Gray
14433,"Action, Drama, History, War",Cy Endfield
855,"Action, War, History",Ridley Scott
8810,"Adventure, Action, Thriller, Science Fiction",George Miller
1923,"Drama, Mystery, Horror",David Lynch
527,Drama,Lee Tamahori
153,"Drama, Romance, Comedy",Sofia Coppola
460555,"Action, Thriller, War, Adventure",Dante Lam Chiu-Yin
274109,"Drama, History, Romance",Fernando González Molina
13754,"Action, Adventure, Animation",Michael Arias
1669,"Action, Adventure, Thriller",John McTiernan
293670,"Horror, Mystery",Na Hong-jin
134350,"Drama, Action, Comedy",Sion Sono
673595,"Animation, Comedy, Family, Romance",David Silverman
615777,"Drama, Comedy",Damien Chazelle
9090,"Comedy, Drama",Beeban Kidron
13350,"Animation, Family, TV Movie, Mystery, Fantasy",Charles August Nichols
7249,"Animation, Comedy, Science Fiction",Dwayne Carey-Hill
458131,"Drama, History",Robin Bissell
65754,"Thriller, Crime, Mystery",David Fincher
11644,"Thriller, Mystery, Crime, Drama",Brian De Palma
10024,Drama,Nick Cassavetes
2899,"Family, Fantasy, Comedy, Adventure",Alain Chabat
11881,"Comedy, Drama, Family",George Seaton
1542,Comedy,Mike Judge
621,"Romance, Comedy",Randal Kleiser
533444,"Romance, Drama",Trey Edward Shults
408647,"Science Fiction, Animation, Action",Sam Liu
111969,"Drama, Comedy, Romance",Josh Boone
14736,"Comedy, Drama, Romance",Gina Prince-Bythewood
88273,"Drama, History, Romance",Nikolaj Arcel
17681,"Animation, Comedy, Mystery, Family, Fantasy",Jim Stenstrum
7863,Drama,Scott Hicks
4011,"Fantasy, Comedy",Tim Burton
876792,"Animation, Fantasy, Adventure",Yasuhito Kikuchi
140,"Drama, Crime",Pedro Almodóvar
843847,"Comedy, Drama",David Frankel
376867,Drama,Barry Jenkins
284054,"Action, Adventure, Science Fiction",Ryan Coogler
25866,"Comedy, Crime",Gérard Oury
58,"Adventure, Fantasy, Action",Gore Verbinski
762509,"Adventure, Family, Animation",Barry Jenkins
595975,"Comedy, Drama",Nicolas Bedos
484751,Drama,Frédéric Tellier
81188,"Animation, Family, Fantasy, Action, Adventure",Peter Ramsey
37799,Drama,David Fincher
15392,"Drama, Music, Mystery, Romance",Walter Hill
6949,"Comedy, Romance",Peter Bogdanovich
573435,"Action, Comedy, Crime, Thriller, Adventure","Adil El Arbi, Bilall Fallah"
406385,"Action, Comedy, Crime",Sydney Sibilia
249164,Drama,R. J. Cutler
39148,"Animation, Adventure, Fantasy",Shigeyasu Yamauchi
80278,"Drama, Thriller, History",J.A. Bayona
9462,"Action, Crime",Bruce Lee
3110,"Drama, Western",George Stevens
1427,"Crime, Fantasy, Drama",Tom Tykwer
986056,"Action, Science Fiction, Adventure",Jake Schreier
439584,"Action, Comedy",Sydney Sibilia
17136,"Thriller, Crime, Drama",Fritz Lang
1245,"Drama, Romance",James Ivory
675445,"Family, Comedy, Adventure, Animation",Cal Brunker
307081,"Action, Drama",Antoine Fuqua
36728,"Action, Adventure, Comedy, Drama, Fantasy, Animation",Masahiko Murata
14283,"Drama, Thriller, Mystery, Music, Romance",François Girard
425,"Animation, Comedy, Family, Adventure",Chris Wedge
49020,"Drama, Comedy, Romance",Richard Ayoade
14638,"Crime, Mystery, Thriller",Robert Siodmak
2786,"Drama, Romance, Crime",Jean-Luc Godard
22164,"Action, Crime, Thriller, Drama",Ben Ramsey
433247,"War, Drama, History",Angelina Jolie
339380,"Drama, History",Mimi Leder
16320,"Science Fiction, Action, Adventure, Thriller",Joss Whedon
64682,"Drama, Romance",Baz Luhrmann
49051,"Adventure, Fantasy, Action",Peter Jackson
37211,"Animation, Family, TV Movie, Mystery, Comedy",Ray Patterson
24182,Comedy,Mario Monicelli
818647,"Romance, Drama, Comedy",Marçal Forés
212167,"Animation, Science Fiction, Adventure, Drama",Yasuhiro Yoshiura
100271,"Comedy, Fantasy, Animation, Drama, Family",Hiroyuki Okiura
17474,"Drama, Family, Romance",Robert Mulligan
2291,"Drama, Mystery, Horror",Adrian Lyne
985,"Science Fiction, Horror",David Lynch
116,"Drama, Romance, Thriller",Woody Allen
7862,"Drama, War",Stefan Ruzowitzky
4133,"Crime, Drama",Ted Demme
3766,"Mystery, Crime, Thriller",Orson Welles
854239,"Drama, History",Chinonye Chukwu
508570,"Family, Comedy, Drama",Thea Sharrock
370172,"Action, Thriller, Adventure",Cary Joji Fukunaga
370172,"Action, Thriller, Adventure",Cary Joji Fukunaga
318846,"Comedy, Drama",Adam McKay
13321,"War, Drama",Alfred Hitchcock
44018,Drama,Agnès Varda
25403,"Comedy, Drama",Nanni Moretti
184,"Crime, Drama, Thriller",Quentin Tarantino
377263,"History, Drama, Romance",François Ozon
297270,"Adventure, Animation, Family",Steve Loter
10647,Drama,Mimi Leder
6644,Western,Howard Hawks
2757,"Comedy, Crime, Drama",Spike Jonze
2252,"Thriller, Crime, Mystery",David Cronenberg
2056,"Drama, Comedy",Tom McCarthy
843527,"Romance, Drama, Comedy",Michael Showalter
831405,"Animation, Science Fiction, Fantasy, Action",Matt Peters
624479,"Science Fiction, Action, Adventure",Richard Donner
19100,"Comedy, Family","Olivier Nakache, Éric Toledano"
8356,"Drama, Romance",Leo McCarey
756,"Animation, Family, Fantasy","Ben Sharpsteen, Bill Roberts, David Hand, Ford Beebe Jr., Hamilton Luske, James Algar, Jim Handley, Norman Ferguson, Paul Satterfield, Samuel Armstrong, T. Hee, Wilfred Jackson"
658,"Adventure, Action, Thriller",Guy Hamilton
21484,Horror,Andrzej Żuławski
14534,"Drama, History",David Anspaugh
2757,"Comedy, Crime, Drama",Spike Jonze
1554,"Crime, Drama, Comedy",Jim Jarmusch
488,"Romance, Adventure, Drama",John Huston
180,"Science Fiction, Action, Thriller",Steven Spielberg
258893,"Animation, Comedy, Family, Mystery",Brandon Vietti
77016,"Crime, Drama, Thriller",David Ayer
459151,"Animation, Comedy, Adventure, Family",Tom McGrath
399404,"Drama, History",Joe Wright
205220,Drama,Stephen Frears
118406,"Animation, Fantasy, Action",Hayato Date
4147,"Crime, Drama, Thriller",Sam Mendes
594,"Comedy, Drama",Steven Spielberg
11206,"Thriller, Horror",Terence Young
417320,"Family, Fantasy, TV Movie, Adventure, Music",Kenny Ortega
387426,"Adventure, Drama, Science Fiction",Bong Joon Ho
1116,"Drama, War",Ken Loach
615173,"Action, Mystery, Thriller, Science Fiction",Park Hoon-jung
169881,"Adventure, Drama, History",Philipp Stölzl
38528,Comedy,Steno
31522,"Comedy, Drama, Romance",Jean-Luc Godard
10144,"Animation, Family, Fantasy","John Musker, Ron Clements"
1116,"Drama, War",Ken Loach
840,"Science Fiction, Drama",Steven Spielberg
297,"Fantasy, Drama, Romance",Martin Brest
121986,"Comedy, Drama",Noah Baumbach
9560,"Drama, Romance",Alfonso Arau
5548,"Action, Thriller, Science Fiction",Paul Verhoeven
2134,"Thriller, Adventure, Fantasy, Science Fiction, Romance",George Pal
12140,"Animation, Drama, Science Fiction",Mamoru Oshii
2756,"Adventure, Thriller, Science Fiction",James Cameron
809107,"Fantasy, Comedy, Family, TV Movie",Paul Hoen
140823,"Comedy, Drama, History",John Lee Hancock
15764,"Drama, Romance, War",Alan J. Pakula
11589,"Adventure, Comedy, War",Brian G. Hutton
302528,"Drama, Thriller, Mystery",Atom Egoyan
33701,Comedy,Patrice Leconte
26900,"Crime, Drama, Thriller",Yavuz Turgul
16307,Horror,Robin Hardy
13183,"Mystery, Action, Science Fiction",Zack Snyder
12311,"Adventure, Drama, History",Frank Lloyd
1151534,"Thriller, Drama",Albert Pintó
489930,"Comedy, Crime, Drama",Carlos López Estrada
14447,"Family, Animation, Comedy",Nick Park
381288,"Horror, Thriller",M. Night Shyamalan
245913,Drama,"Jeff Zimbalist, Michael Zimbalist"
12716,"Adventure, Drama",Yves Robert
759,"Comedy, Romance",Howard Hawks
829280,"Adventure, Mystery, Crime",Harry Bradbeer
705996,"Thriller, Mystery, Romance",Park Chan-wook
579741,"Animation, Romance, Drama",Kyohei Ishiguro
49361,Horror,Lucio Fulci
12776,Comedy,Roberto Benigni
11305,Comedy,Jim Jarmusch
10975,"Action, Adventure, Crime, Thriller",Jackie Chan
377,Horror,Wes Craven
615643,Drama,Lee Isaac Chung
191714,"Drama, Romance",Ritesh Batra
11901,"Western, Drama, Mystery",Clint Eastwood
912598,"Animation, Adventure, Science Fiction, Fantasy",Tetsuro Araki
324552,"Action, Thriller, Crime",Chad Stahelski
37775,Comedy,Carlo Verdone
15255,"Action, Crime, Thriller, Drama",Isaac Florentine
9065,"Crime, Drama, Thriller",Lars von Trier
740441,Thriller,Kim Tae-joon
508947,"Animation, Family, Comedy, Fantasy",Domee Shi
425909,"Fantasy, Comedy, Adventure, Science Fiction",Jason Reitman
57361,"Drama, Thriller, Crime",Na Hong-jin
11710,"Drama, History",Werner Herzog
9504,"Crime, Drama, Mystery",James Foley
2798,Comedy,Édouard Molinaro
587792,"Comedy, Romance, Science Fiction",Max Barbakow
522369,Drama,Ken Loach
16234,"Animation, Action, Science Fiction, Thriller",Curt Geda
260,"Mystery, Thriller",Alfred Hitchcock
61791,"Thriller, Action, Drama, Science Fiction",Rupert Wyatt
4816,"Crime, Drama",Jim Jarmusch
3089,Western,Howard Hawks
493529,"Adventure, Fantasy, Comedy","John Francis Daley, Jonathan Goldstein"
3089,Western,Howard Hawks
493529,"Adventure, Fantasy, Comedy","John Francis Daley, Jonathan Goldstein"
1830,"Crime, Drama, Thriller",Andrew Niccol
663260,"Mystery, Thriller, Drama",Yann Gozlan
544401,"Drama, Crime","Anthony Russo, Joe Russo"
119450,"Science Fiction, Action, Drama, Thriller",Matt Reeves
75656,"Thriller, Crime",Louis Leterrier
11673,"Drama, Comedy, History, Romance",Jean-Paul Rappeneau
7452,"Crime, Drama",Peter Greenaway
615666,"Family, Adventure, Fantasy",Gil Kenan
451048,"Fantasy, Adventure",Jaume Collet-Serra
242643,"Thriller, Animation, Action, Crime","Ethan Spaulding, Jay Oliva"
132363,Drama,Lee Daniels
43316,"Drama, Romance",Douglas Sirk
289222,"Drama, History, War",Niki Caro
28055,"Horror, Thriller, Mystery",Mario Bava
416477,"Comedy, Drama, Romance",Michael Showalter
10549,Drama,Kenneth Branagh
9385,"Family, Animation, Comedy, Adventure","Albert Uderzo, René Goscinny"
2666,"Mystery, Science Fiction",Alex Proyas
21348,"Fantasy, Adventure, Animation, Family",Michel Ocelot
10549,Drama,Kenneth Branagh
9385,"Family, Animation, Comedy, Adventure","Albert Uderzo, René Goscinny"
315635,"Action, Adventure, Science Fiction",Jon Watts
9589,Drama,Uli Edel
1052,"Drama, Mystery, Thriller",Michelangelo Antonioni
874,"Drama, History",Fred Zinnemann
58857,"Adventure, Drama, Action",Takashi Miike
17529,Western,Henry Hathaway
88,"Drama, Music, Romance",Emile Ardolino
634544,"Drama, TV Movie",Alan Ball
621013,"Drama, Romance",Richard Tanne
433498,"Adventure, Crime, Drama",Michael Noer
205587,Drama,David Dobkin
122917,"Action, Adventure, Fantasy",Peter Jackson
704,"Comedy, Music",Richard Lester
687,Drama,Tim Robbins
552524,"Family, Science Fiction, Comedy, Adventure",Dean Fleischer Camp
239877,"Romance, Comedy, Crime, Drama",Pif
18785,Comedy,Todd Phillips
342737,Drama,Mike Mills
15003,"Action, Crime",Prachya Pinkaew
14645,Comedy,Jean-Marie Poiré
560057,"Animation, Adventure, Action, Family, Fantasy",Chris Williams
64847,"Animation, Drama, Fantasy",Eiichi Yamamoto
2502,"Action, Drama, Thriller",Paul Greengrass
1429,"Crime, Drama",Spike Lee
1083862,"Animation, Horror, Action, Science Fiction",Eiichiro Hasumi
2841,"Drama, Romance, War",Jean-Pierre Jeunet
866,"Drama, Fantasy",Marc Forster
429174,Drama,Andrey Zvyagintsev
112198,Comedy,"Alexandre de La Patellière, Matthieu Delaporte"
11197,Drama,Mikael Håfström
890980,"Drama, Mystery, Thriller",Oriol Paulo
90369,"Drama, Romance",Ol Parker
72478,"Drama, Thriller",Jan Komasa
54138,"Action, Adventure, Science Fiction",J.J. Abrams
9571,"Comedy, Drama",Richard Linklater
965,"Drama, Romance",Orson Welles
1155089,"Animation, Science Fiction, Action",Jeff Wamester
25793,Drama,Lee Daniels
7340,"Horror, Thriller",Brian De Palma
3109,"Romance, Comedy, Drama",John Ford
649,"Drama, Romance",Luis Buñuel
755339,"Comedy, Drama, Fantasy, Family",Roberto Santucci
504608,"Music, Drama",Dexter Fletcher
27275,"Comedy, Adventure, Science Fiction",Ömer Faruk Sorak
15384,"Action, Adventure, Drama, History, War",John Woo
13688,"Comedy, Drama, Family, Fantasy, Science Fiction",Stephen Chow
7445,"Drama, Thriller, War",Jim Sheridan
3131,"Drama, History, Crime",Martin Scorsese
801112,"Drama, History",Marco Bellocchio
360365,"Comedy, Drama, Music",Juan Pablo Buscarini
47735,"Drama, Romance",Ingmar Bergman
36208,Comedy,Charlie Chaplin
802,"Drama, Romance",Stanley Kubrick
134,"Adventure, Comedy, Crime",Joel Coen
672208,Drama,Asghar Farhadi
407449,Drama,John Carroll Lynch
30061,"Action, Adventure, Animation, Science Fiction, Fantasy","Lauren Montgomery, Sam Liu"
17581,"Fantasy, Animation, Action",Hajime Kamegaki
13008,"Crime, Drama, Horror",Tommy O'Haver
10312,"Comedy, Drama",Tom Shadyac
964980,"Drama, History",Ben Affleck
583406,"Drama, History",Shaka King
442065,"Drama, Action, War",Todd Robinson
82695,"History, Drama",Tom Hooper
557,"Action, Science Fiction",Sam Raimi
400617,"Drama, Romance",Paul Thomas Anderson
13920,Drama,Michael Tollin
13635,"Drama, Action, Thriller, Crime",Jean-François Richet
438146,"Drama, Crime","Ciro Guerra, Cristina Gallego"
10669,"Drama, Adventure, Thriller",John Boorman
604605,"Animation, Romance, Science Fiction, Drama",Tomohiko Ito
506528,"Drama, History",Kasi Lemmons
486947,"Thriller, Drama, Crime",Gustav Möller
259316,"Fantasy, Adventure",David Yates
167073,"Romance, Drama, History",John Crowley
11647,"Action, Thriller, Crime","Alan Mak Siu-Fai, Andrew Lau Wai-Keung"
11101,"Drama, History, War",Joseph Vilsmaier
228,Drama,Josef von Sternberg
57212,"War, History, Adventure",Steven Spielberg
49538,"Action, Science Fiction, Adventure",Matthew Vaughn
14554,"Thriller, Mystery, Drama, Western",John Sturges
408220,"Animation, Action, Adventure, Fantasy, Horror, Science Fiction",Jay Oliva
20620,"Science Fiction, Thriller, Horror",John Frankenheimer
19913,"Comedy, Drama, Romance",Marc Webb
1491,"Fantasy, Drama, Thriller, Romance",Neil Burger
23550,"Drama, Romance",Ferzan Özpetek
15487,Drama,Bill Paxton
558,"Action, Adventure, Science Fiction",Sam Raimi
892,"Comedy, Science Fiction, Fantasy","Jean-Pierre Jeunet, Marc Caro"
177,"Comedy, Drama",Terry Gilliam
304357,Drama,Simon Curtis
9837,"Adventure, Animation, Drama, Family","Brenda Chapman, Simon Wells, Steve Hickner"
104,"Action, Drama, Thriller",Tom Tykwer
619803,"Action, Crime, Thriller, Adventure",Lee Sang-yong
493922,"Horror, Mystery, Thriller",Ari Aster
332270,"War, Drama, Romance",Sergey Mokritsky
318121,"Comedy, Drama",Rob Burnett
12902,"Family, Adventure, Animation, Comedy, Fantasy, Mystery","Joe Sichta, Scott Jeralds"
10112,"Animation, Comedy, Family, Adventure",Wolfgang Reitherman
866398,"Action, Crime, Thriller",David Ayer
269258,"Comedy, Drama",Til Schweiger
259761,Horror,David F. Sandberg
44741,Comedy,Salvatore Samperi
18183,"Drama, Romance",Alfonso Arau
259693,Horror,James Wan
39108,"Animation, Action, Science Fiction",Mitsuo Hashimoto
13932,"Adventure, Animation, Family",Brad Bird
199,"Science Fiction, Action, Adventure, Thriller",Jonathan Frakes
21956,"Animation, Comedy, Family, Mystery",Scott Jeralds
14621,Drama,John G. Avildsen
11190,Drama,Andrey Zvyagintsev
889699,"Thriller, Crime, Horror, Drama",Ali Abbasi
576845,"Horror, Mystery, Drama, Thriller",Edgar Wright
438148,"Family, Comedy, Adventure, Animation",Kyle Balda
258230,"Fantasy, Adventure, Family",J.A. Bayona
38142,"Animation, Romance, Drama",Makoto Shinkai
23566,"Animation, Family",William Lau
6404,"Drama, Horror",Werner Herzog
298115,"Animation, Family, Adventure, Comedy, Fantasy","Elaine Bogan, John Sanford"
1433,"Fantasy, Drama, Horror, Thriller",Guillermo del Toro
228194,"Drama, Comedy",Lasse Hallström
10794,Comedy,Blake Edwards
941,"Adventure, Action, Comedy, Thriller, Crime",Richard Donner
590223,"Comedy, Adventure, Science Fiction",Michael Matthews
121642,"Drama, Romance, War",Sergio Castellitto
610120,Music,Paul Thomas Anderson
10938,"Comedy, Drama, Romance",Hettie Macdonald
6619,Drama,Luchino Visconti
3,"Comedy, Drama, Romance",Aki Kaurismäki
901362,"Animation, Family, Music, Fantasy, Comedy",Walt Dohrn
401306,"Comedy, War",Robert Lamoureux
53565,"Animation, Comedy","Ub Iwerks, Walt Disney"
40794,"Comedy, Drama, Romance",Ferzan Özpetek
30497,Horror,Tobe Hooper
12614,"Music, Comedy, Romance",Blake Edwards
11426,"War, Romance, Drama",Fred Zinnemann
9587,"Drama, Romance",Gillian Armstrong
1262,"Comedy, Drama, Fantasy, Romance",Marc Forster
381,"Mystery, Romance, Thriller",Alfred Hitchcock
284689,"History, Drama, War",James Kent
15362,"Action, Thriller, Crime, Drama",Jean-François Richet
9587,"Drama, Romance",Gillian Armstrong
3176,"Drama, Thriller, Action",Kinji Fukasaku
2270,"Adventure, Fantasy, Romance, Family",Matthew Vaughn
1367,Drama,Sylvester Stallone
571468,"Adventure, Fantasy, Drama",Gabriele Mainetti
453278,"Drama, Western",Chloé Zhao
11948,"Drama, History, War",Nagisa Ōshima
156022,"Thriller, Action, Crime",Antoine Fuqua
114150,"Comedy, Music, Romance",Jason Moore
68734,"Drama, Thriller",Ben Affleck
60308,Drama,Bennett Miller
53457,"Drama, War",Gilles Paquet-Brenner
43266,Drama,John Ford
12900,"History, Drama, War, TV Movie",Frank Pierson
547258,Comedy,Anthony Marciano
