id,genre,director
30675,"Science Fiction, Animation, Action, Fantasy",Sam Liu
15588,"Crime, Action, Comedy",Michel Hazanavicius
10497,"Thriller, Drama, Romance",Roman Polanski
370755,"Drama, Comedy, Romance",Jim Jarmusch
11485,"Comedy, Crime",Woody Allen
9675,"Comedy, Drama, Romance",Alexander Payne
565179,"History, Drama",Matteo Rovere
371638,"Comedy, Drama",James Franco
59468,"Adventure, Comedy, Drama",Emilio Estevez
551,"Adventure, Drama, Thriller",Ronald Neame
420818,"Adventure, Drama, Family, Animation",Jon Favreau
14533,"Romance, Drama",Michael Cristofer
606952,Drama,Ferzan Özpetek
517331,"Thriller, Mystery, Drama",Rodrigo Sorogoyen
487242,"Science Fiction, Action, Animation, Fantasy",Sam Liu
420818,"Adventure, Drama, Family, Animation",Jon Favreau
302401,"Drama, History, Crime, Thriller",Oliver Stone
291270,"Animation, Drama, Romance, Comedy","Charlie Kaufman, Duke Johnson"
323027,"Action, Animation, Fantasy, Adventure, Science Fiction",Sam Liu
279229,"Fantasy, Romance, Drama","Felix Fuchssteiner, Katharina Schöde"
24804,"Comedy, Action",Scott Sanders
18861,"Adventure, Animation, Action",Toshiyuki Tsuru
11457,Drama,Irwin Winkler
9631,"Action, Crime, Drama, Thriller",F. Gary Gray
1997,"Adventure, Drama, Family",Jean-Jacques Annaud
508,"Comedy, Romance, Drama",Richard Curtis
2,"Comedy, Drama, Romance, Crime",Aki Kaurismäki
661539,"Drama, Music",James Mangold
437033,Comedy,Vicente Villanueva
209276,Drama,David Mackenzie
56292,"Action, Thriller, Adventure",Brad Bird
11447,Drama,Nanni Moretti
9829,"Drama, History, Crime, Thriller, Action",Paul Greengrass
964960,"Romance, Drama",Trần Anh Hùng
567604,"Comedy, Action, Adventure, Science Fiction",David Leitch
14626,Drama,Claire Denis
11153,"Comedy, Adventure",Harold Ramis
12481,Action,Lo Wei
573,"Crime, Thriller, Horror",Alfred Hitchcock
591275,"Mystery, Horror",Leigh Janiak
30159,"Drama, Thriller, Crime",Alfred Hitchcock
25431,"Comedy, Drama, Romance",George Cukor
11620,"Drama, History, Romance",Mervyn LeRoy
9787,Drama,Catherine Hardwicke
9322,"Action, Thriller",Luc Besson
327,"Crime, Drama, Thriller",Takeshi Kitano
856289,"Action, Fantasy, War",Wuershan
845222,"Drama, Fantasy, Thriller",Kim Seong-hun
611698,"Fantasy, Action, Adventure, Drama",Lu Yang
433945,"Action, Drama, Thriller",Kentaro Hagiwara
71689,"Animation, Comedy, Family, TV Movie, Science Fiction, Adventure, Action, Music","Dan Povenmire, Robert Hughes"
22383,"Western, Adventure, Action",Richard Brooks
10895,"Animation, Family, Fantasy","Ben Sharpsteen, Bill Roberts, Hamilton Luske, Jack Kinney, Norman Ferguson, T. Hee, Wilfred Jackson"
2007,Drama,George Miller
927855,"Romance, Comedy",Emre Kabakuşak
817758,"Music, Drama",Todd Field
20410,"Animation, Family, Comedy, Mystery, Science Fiction",Jim Stenstrum
9281,"Crime, Drama, Romance, Thriller",Peter Weir
4552,"Drama, Horror, Mystery",Kim Jee-woon
1259,"Drama, Romance",Richard Eyre
680531,"Thriller, Drama, History",Mélanie Laurent
336843,"Science Fiction, Action, Adventure, Thriller",Wes Ball
677179,"Drama, Action",Michael B. Jordan
266,"Drama, Romance",Jean-Luc Godard
11382,"Comedy, Crime",Woody Allen
476,"Drama, Crime",Gus Van Sant
763165,"Drama, History",Margaret Betts
420817,"Adventure, Fantasy, Romance, Family",Guy Ritchie
22536,"Drama, Horror, Thriller",Park Chan-wook
14292,"Drama, History",Gavin O'Connor
895549,"Drama, History","Elizabeth Chai Vasarhelyi, Jimmy Chin"
597219,"Comedy, Romance, Drama",Alice Wu
14299,"Drama, History, Music",Darnell Martin
4972,Comedy,Anders Thomas Jensen
836225,"Horror, Crime, Drama, Fantasy",Alejandro Hidalgo
19576,"Action, Animation, Adventure, Comedy, Fantasy",Junji Shimizu
8764,Comedy,"David Zucker, Jerry Zucker, Jim Abrahams"
618353,"Animation, Action",Brandon Vietti
10141,"Comedy, Crime",Frank Oz
1581,"Comedy, Romance",Nancy Meyers
11575,"Comedy, Adventure, Action",Blake Edwards
428449,"Drama, Fantasy, Mystery, Romance",David Lowery
63310,"Crime, Drama",Michaël R. Roskam
11937,"Action, Comedy",Jamie Uys
7913,"Comedy, Drama, History, Romance",Rakeysh Omprakash Mehra
102651,"Fantasy, Adventure, Action, Family, Romance",Robert Stromberg
12545,"Music, Drama",Norman Jewison
799876,"Crime, Drama, Thriller, Mystery",Graham Moore
618354,"Animation, Action, Science Fiction",Chris Palmer
270400,Drama,Mélanie Laurent
13701,"Drama, Music, Romance",Bernard Rose
8222,"Drama, Comedy, Crime",Pedro Almodóvar
1547,"Horror, Comedy, Thriller, Drama, Romance",Joel Schumacher
563,"Adventure, Action, Thriller, Science Fiction",Paul Verhoeven
401,"Comedy, Drama, Romance",Zach Braff
458423,"Comedy, Romance",Ol Parker
269494,"Crime, Thriller, Mystery, Action",Kim Seong-hun
14943,"Action, Comedy, Crime",Takashi Miike
8079,"Comedy, Thriller, Drama",Farah Khan
271714,"Drama, Music, History",Bill Pohlad
203801,"Comedy, Action, Adventure",Guy Ritchie
1931,"Drama, Music",Sylvain White
1584,"Comedy, Music",Richard Linklater
823464,"Action, Adventure, Science Fiction",Adam Wingard
633515,"Action, War, Adventure, History, Drama",Matthijs van Heijningen Jr.
44115,"Adventure, Drama, Thriller",Danny Boyle
31602,"Crime, Drama",Arthur Penn
10994,Drama,Peter Kosminsky
3059,"Drama, History",D.W. Griffith
2383,"Adventure, Drama, Family",Jean-Jacques Annaud
653851,"War, Drama, Action",J.D. Dillard
399121,"History, Drama, Thriller",Roman Polanski
36955,"Action, Thriller",James Cameron
11772,Horror,Robert Wise
585077,"Animation, Fantasy, Adventure, Mystery",Ayumu Watanabe
321741,Drama,Peter Landesman
43539,"Romance, Drama, Thriller, Crime",Paul Haggis
30197,Comedy,Mel Brooks
11942,"Action, Crime, Drama",Sam Peckinpah
832964,"History, Drama, War",Ellen Kuras
188538,"TV Movie, Romance, Drama",Jeff Bleckner
19265,"Comedy, Romance",Woody Allen
11121,"Drama, Romance",Roman Polanski
6173,"Crime, Drama, Romance, Thriller",Jacques Audiard
1374,Drama,Sylvester Stallone
581389,"Drama, Fantasy, Science Fiction",Jo Sung-hee
12579,"Drama, Romance",François Truffaut
3073,"Horror, Comedy",Charles Barton
1110358,"Comedy, Drama",Quentin Dupieux
123377,Drama,Kim Ki-duk
1440,"Drama, Romance",Todd Field
823951,"Crime, Drama, Thriller",Cédric Jimenez
474354,"Crime, Drama, History, Thriller",Paul Greengrass
203,"Drama, Crime",Martin Scorsese
17443,Drama,Norman Jewison
3291,"Drama, History",George Clooney
1548,"Comedy, Drama",Terry Zwigoff
421,"Adventure, Comedy, Drama",Wes Anderson
13751,Drama,Doug Atchison
11934,"Comedy, Drama, Fantasy",Joel Coen
11209,"War, Adventure, History, Western",John Wayne
1900,"Thriller, Drama, Crime",Steven Soderbergh
799583,"Action, Comedy, War",Guy Ritchie
14291,Drama,Steven Zaillian
518896,"Drama, Action, Science Fiction",Ng Yuen-Fai
179150,Comedy,Quentin Dupieux
45094,Drama,Tony Goldwyn
1715,Drama,Lasse Hallström
860,"Thriller, Science Fiction, Drama",John Badham
438740,"Action, Drama, Adventure",Klim Shipenko
369523,"Drama, Mystery",Jennifer Fox
40751,"Drama, Action",Wong Kar-Wai
26736,"Family, TV Movie, Adventure, Comedy, Fantasy, Action, Drama",Lev L. Spiro
15767,"Action, Adventure, Science Fiction, Fantasy, Thriller",Ryuhei Kitamura
657,"Action, Thriller, Adventure",Terence Young
846433,"Action, Crime, Drama",Richard Hughes
152584,"Romance, Drama",Abdellatif Kechiche
71524,"Adventure, Comedy",Gérard Oury
16007,"Fantasy, Mystery, Thriller",Shusuke Kaneko
1623,"Crime, Drama",Stuart Rosenberg
449749,"Drama, Romance, Adventure",Paolo Virzì
283552,"Drama, Romance",Derek Cianfrance
38397,"Comedy, Crime","Aldo Baglio, Giacomo Poretti, Giovanni Storti, Massimo Venier"
13580,"Drama, Thriller",Martin Ritt
2998,Drama,Michelangelo Antonioni
1088,"Drama, Family",Niki Caro
77495,"Thriller, Horror",Jaume Balagueró
3293,"Drama, TV Movie",Martyn Burke
926,"Comedy, Science Fiction, Adventure",Dean Parisot
400090,"Drama, Thriller, Western",Jennifer Kent
63831,Drama,"Jean-Pierre Dardenne, Luc Dardenne"
14794,Drama,Lindsay Anderson
308639,"Crime, Drama, Comedy",Rick Famuyiwa
15765,"Drama, Music, History",Brian Gibson
2907,"Comedy, Fantasy",Barry Sonnenfeld
436931,"Family, Animation, Adventure, Fantasy",Kunihiko Yuyama
31587,Drama,Jerry Schatzberg
22855,"Science Fiction, Animation, Adventure, Drama",Sam Liu
604,"Adventure, Action, Thriller, Science Fiction","Lana Wachowski, Lilly Wachowski"
458,"Drama, Comedy, Romance",Ernst Marischka
787699,"Comedy, Family, Fantasy",Paul King
103731,Drama,Jeff Nichols
10753,"Action, Crime, Thriller",Jackie Chan
606954,Comedy,Massimo Venier
82633,"Crime, Drama, Western",John Hillcoat
10653,"Comedy, Romance",Billy Wilder
624,"Adventure, Drama",Dennis Hopper
915931,Drama,Alice Winocour
653346,"Science Fiction, Adventure, Action, Drama, Thriller",Wes Ball
365942,"Romance, Adventure, Science Fiction, Drama",Peter Chelsom
38810,Drama,Yorgos Lanthimos
11703,Drama,Héctor Babenco
744,"Action, Drama",Tony Scott
378,"Comedy, Crime","Ethan Coen, Joel Coen"
455207,"Comedy, Romance",Jon M. Chu
468,Drama,Gus Van Sant
512263,Drama,Alma Har'el
39254,"Action, Science Fiction, Drama",Shawn Levy
10868,"Crime, Drama",Jonathan Kaplan
570131,"Comedy, Romance, Fantasy",Hugo Gélin
560044,"Animation, Comedy, Family",Kris Pearn
394374,"Crime, Thriller",Rodrigo Grande
172106,Drama,Christian Duguay
14859,"Drama, Romance",Todd Kessler
777270,"Drama, History",Kenneth Branagh
388399,"Action, Crime, Drama, History, Thriller",Peter Berg
10339,"Adventure, Drama",John Huston
536554,"Science Fiction, Horror",Gerard Johnstone
276907,"Crime, Thriller",Brian Helgeland
251519,"Animation, Action, Adventure",Ethan Spaulding
127517,"Drama, Thriller",Henry Alex Rubin
10974,"Adventure, Action, Comedy",Jackie Chan
10974,"Adventure, Action, Comedy",Jackie Chan
924,"Horror, Action",Zack Snyder
1084199,"Horror, Science Fiction, Thriller",Drew Hancock
800787,"Drama, Comedy",Zach Braff
412202,"Drama, Comedy",John Butler
340613,Drama,Björn Runge
27725,"Crime, Drama, Action",Raoul Walsh
20770,"Comedy, Romance",Jamie Babbit
16140,"Fantasy, Thriller, Mystery",Shusuke Kaneko
779782,"Fantasy, Comedy, Adventure, Drama",Paul Feig
585083,"Animation, Comedy, Family, Adventure, Fantasy","Derek Drymon, Jennifer Kluska"
196024,"Thriller, Mystery, Crime",Mikkel Nørgaard
9798,"Action, Drama, Thriller",Tony Scott
2109,"Action, Comedy, Crime",Brett Ratner
241,"Crime, Thriller, Drama",Oliver Stone
1062807,"Animation, Comedy, Adventure, Action",Takashi Katagiri
320006,"Comedy, Drama",Jafar Panahi
56020,"Drama, Music",Luciano Ligabue
11646,"War, History, Drama",Peter Weir
4886,"Crime, Drama, Mystery",René Clair
1103,"Science Fiction, Action",John Carpenter
267,"Drama, Romance, Thriller",Pedro Almodóvar
382399,"Music, Romance, Drama",Michael Damian
787428,Drama,"Martin Desmond Roe, Travon Free"
517148,"Drama, War",Kantemir Balagov
245842,"Fantasy, Adventure, Family",Sean McNamara
7326,"Comedy, Drama, Romance",Jason Reitman
497828,"Comedy, Drama",Ruben Östlund
33613,"Action, Thriller, Crime, Mystery",Daniel Alfredson
31906,"Thriller, Drama, War",Don Siegel
10514,"Science Fiction, Thriller",Robert Wise
9766,"Crime, Drama",Phil Joanou
445,"Mystery, Drama, Thriller",Michael Haneke
38438,"Comedy, Crime",Bertrand Blier
11000,Comedy,Mike Nichols
9393,Drama,Dennis Gansel
1694,"Science Fiction, Comedy, Horror",Stuart Gordon
1064213,"Drama, Comedy, Romance",Sean Baker
522241,"Thriller, History, Drama",Dominic Cooke
25736,"Drama, Romance, Crime, Thriller",Tay Garnett
20077,"Animation, Action, Fantasy, Mystery",Michael Goguen
11836,"Family, Comedy, Adventure, Animation",Stephen Hillenburg
10712,"Drama, Romance",Todd Haynes
1807,"Crime, Drama",Gus Van Sant
644,"Drama, Science Fiction, Adventure",Steven Spielberg
117691,"Action, Thriller, Crime",Anurag Kashyap
12584,Western,Don Siegel
4464,"Drama, History",Gary Ross
393519,"Horror, Drama",Julia Ducournau
391757,"Drama, Action",Michael Jai White
248933,"Drama, Thriller",Andreas Prochaska
49444,"Animation, Family, Comedy",Jennifer Yuh Nelson
43641,"Animation, Action",Joaquim Dos Santos
754,"Action, Crime, Science Fiction",John Woo
912480,"Thriller, Crime",Pascal Plante
845781,"Action, Comedy, Fantasy",Jake Kasdan
157370,"Drama, Romance, Thriller",John Krokidas
43347,"Drama, Comedy, Romance",Edward Zwick
9994,"Animation, Family, Adventure, Mystery","Burny Mattinson, David Michener, John Musker, Ron Clements"
7299,"Action, Science Fiction, Thriller",Kurt Wimmer
912480,"Thriller, Crime",Pascal Plante
79113,"Comedy, Family, TV Movie, Romance, Drama",Michael Damian
15060,"Animation, Comedy, Science Fiction",Peter Avanzino
791177,"Horror, Romance, Drama",Luca Guadagnino
785538,"Drama, Crime",Alexandre Moratto
8095,"Drama, History, Romance",Joseph L. Mankiewicz
6106,"Drama, Thriller, War",Oliver Stone
661374,"Comedy, Crime, Mystery",Rian Johnson
524348,Drama,Scott Z. Burns
440642,"Adventure, Drama, History, Thriller",Dmitry Kiselev
369972,"History, Drama",Damien Chazelle
340357,"Thriller, Adventure, Animation, Comedy, Fantasy, Science Fiction","Christian Desmares, Franck Ekinci"
2044,"Drama, Mystery, Romance",Alejandro Agresti
118,"Adventure, Comedy, Family, Fantasy",Tim Burton
1241982,"Family, Comedy, Adventure, Animation, Fantasy","Dana Ledoux Miller, David G. Derrick Jr., Jason Hand"
1011985,"Animation, Family, Action, Comedy, Adventure, Fantasy",Mike Mitchell
62211,"Animation, Family",Dan Scanlon
26039,"Crime, Thriller, Drama",John Boorman
4512,"Drama, Western",Andrew Dominik
173,"Adventure, Science Fiction, Family",Richard Fleischer
1241982,"Family, Comedy, Adventure, Animation, Fantasy","Dana Ledoux Miller, David G. Derrick Jr., Jason Hand"
385128,"Action, Adventure, Crime",Justin Lin
254320,"Comedy, Drama, Romance",Yorgos Lanthimos
62211,"Animation, Family",Dan Scanlon
5335,"Mystery, Drama",Pier Paolo Pasolini
483,"Crime, Thriller, Romance",David Lynch
507076,"Horror, Drama",Gaspar Noé
505642,"Action, Adventure, Science Fiction",Ryan Coogler
127380,"Adventure, Animation, Comedy, Family",Andrew Stanton
14886,"Drama, Comedy",Hal Ashby
1682,"Drama, Action, Science Fiction",Ishirō Honda
838,"Comedy, Drama",George Lucas
639933,"Action, Adventure, Fantasy",Robert Eggers
588921,"Adventure, Animation, Family, Fantasy","José Zelada, Richard Claus"
10439,"Fantasy, Comedy, Family",Kenny Ortega
10162,Comedy,Kirk Jones
639720,"Comedy, Fantasy, Family",John Krasinski
487672,"Science Fiction, Animation, Action, Adventure, Fantasy",Sam Liu
64720,"Thriller, Drama, Horror",Jeff Nichols
1211472,"Thriller, Drama, History",Tim Fehlbaum
978592,"Mystery, Thriller, Crime, Drama",Adam Cooper
670292,"Science Fiction, Action, Adventure",Gareth Edwards
636565,"Comedy, Adventure",Sydney Sibilia
554600,"Action, Drama, War",Aditya Dhar
11797,"Comedy, Horror",Tom Holland
8408,"Horror, Drama, Mystery",George A. Romero
748783,"Family, Comedy, Adventure, Animation",Mark Dindal
567609,"Horror, Comedy","Matt Bettinelli-Olpin, Tyler Gillett"
418680,"Family, History, Drama",Simon Curtis
696157,"Music, History, Drama",Kasi Lemmons
445651,"Action, Adventure, Drama",Jennifer Yuh Nelson
18299,"Comedy, Romance",Billy Wilder
16608,"Action, Adventure, Crime, Drama, Thriller, Western",John Hillcoat
480530,"Drama, Action",Steven Caple Jr.
429191,Drama,Sebastián Lelio
254201,Thriller,Mikkel Nørgaard
13925,"Animation, Comedy",John Lasseter
8053,"Adventure, Crime, Drama, Mystery, Western",Tommy Lee Jones
936074,"Comedy, Drama, Music",Claude Zidi Jr.
653349,Comedy,Clay Tarver
36950,"Drama, TV Movie, History",Barry Levinson
12335,"Adventure, Fantasy, Comedy, Family, Music, Animation",Robert Stevenson
4727,Comedy,Jean Girault
4104,"Comedy, Drama",Jeremiah S. Chechik
482373,"Thriller, Horror",Rodo Sayagues
385687,"Action, Crime, Thriller, Adventure, Mystery",Louis Leterrier
366924,"Science Fiction, Action, Animation, Adventure",Jay Oliva
36658,"Adventure, Action, Science Fiction",Bryan Singer
13928,"Animation, Family, Comedy",John Lasseter
293,"Drama, Family",Robert Redford
174,"Science Fiction, Action, Adventure, Thriller",Nicholas Meyer
17917,"Drama, Family",Carol Reed
11690,"Action, Thriller, Drama",Newt Arnold
9533,"Crime, Thriller, Horror",Brett Ratner
5693,"Drama, Family",David Anspaugh
722913,"Drama, Romance",Sam Levinson
641662,Drama,Kornél Mundruczó
348089,"TV Movie, Music","Alex Rudzinski, Thomas Kail"
340027,Drama,Gerard Barrett
19833,Comedy,Armando Iannucci
542178,"Drama, Comedy",Wes Anderson
10865,"Animation, Family, Adventure, Science Fiction","Gary Trousdale, Kirk Wise"
755,"Horror, Action, Thriller, Crime",Robert Rodriguez
365222,"Action, Drama, History",Wilson Yip
341744,"Drama, Comedy",Cesc Gay
35558,"Romance, Comedy, TV Movie, Music",Michael Grossman
10607,"Comedy, Crime",Paris Barclay
246355,"Crime, Horror, Thriller",James Wan
10995,"Drama, Romance",Jean-Jacques Annaud
432068,Comedy,"Olivier Nakache, Éric Toledano"
19186,"Comedy, Family, Romance",David Swift
17264,"Family, Adventure",Carroll Ballard
15016,"Animation, Family",Owen Hurley
12920,"Drama, Family",John Gatins
11975,"Drama, Crime, Thriller",Francis Ford Coppola
923667,"Action, Crime, Thriller",Soi Cheang
367544,"Romance, Drama, Fantasy, TV Movie",David Jackson
16198,"Animation, Comedy, Family",Isao Takahata
11085,"Adventure, Drama, History",Lewis Milestone
546,"Drama, Adventure, Comedy",Duncan Tucker
22201,"Western, Drama",John Sturges
19562,"Comedy, Romance, Action, Adventure",Philippe de Broca
2064,"Romance, Comedy",Jon Turteltaub
522039,Drama,Joe Talbot
11652,"Drama, History",Ericson Core
8293,"Drama, Romance",James Ivory
5488,"Drama, Comedy, Romance",Park Chan-wook
942,"Action, Adventure, Comedy, Crime, Thriller",Richard Donner
744275,"Romance, Drama",Castille Landon
519182,"Family, Comedy, Animation, Science Fiction",Chris Renaud
461955,"Action, Science Fiction, Horror, War",Neill Blomkamp
62177,"Animation, Adventure, Comedy, Family, Action, Fantasy","Brenda Chapman, Mark Andrews"
9036,"Adventure, Drama, Family",Frank Marshall
2769,"Music, Romance, Comedy",Vincente Minnelli
14139,"Science Fiction, Thriller",Nacho Vigalondo
11831,"Drama, History, Mystery",Steven Spielberg
661914,Drama,Regina King
556678,"Comedy, Romance, Drama",Autumn de Wilde
2623,"Drama, Romance",Taylor Hackford
1073,"Crime, Drama, Thriller, Mystery",Mark Pellington
579583,"Comedy, Drama",Judd Apatow
926899,"Animation, Drama, Comedy, Horror, Fantasy","Emma De Swaef, Marc James Roels, Niki Lindroth von Bahr, Paloma Baeza"
429197,"Drama, Comedy",Adam McKay
20766,"Adventure, Drama",John Hillcoat
11848,"Animation, Drama","John Halas, Joy Batchelor"
2604,"Drama, War",Oliver Stone
664413,"Romance, Drama","Barbara Białowąs, Tomasz Mandes"
399057,"Drama, Thriller, Mystery",Yorgos Lanthimos
300669,"Horror, Thriller",Fede Álvarez
130150,"Drama, Romance, Thriller",Jason Reitman
43959,"Family, Drama",Sean McNamara
19971,"Drama, Mystery, Thriller",Nicolas Gessner
17264,"Family, Adventure",Carroll Ballard
961268,"Action, Thriller",Lee Chung-hyun
925263,Comedy,Nanni Moretti
332283,"Romance, Drama",Haifaa al-Mansour
62204,"Adventure, Drama",Jean-Jacques Annaud
37347,Western,John Ford
11336,"Thriller, Horror, Science Fiction",David Cronenberg
35,"Animation, Comedy, Family",David Silverman
582873,"Romance, Drama",Pietro Marcello
328387,"Mystery, Adventure, Crime","Ariel Schulman, Henry Joost"
249688,Drama,James Ponsoldt
12143,"Crime, Drama",Abel Ferrara
10130,"Drama, History",Michael Apted
912916,"Romance, Drama, Comedy",Sara Zandieh
745881,"Horror, Thriller",Banjong Pisanthanakun
467244,"Drama, History, War",Jonathan Glazer
460465,"Action, Fantasy, Adventure",Simon McQuoid
385103,"Animation, Comedy, Family, Mystery",Tony Cervone
15015,"Animation, Family",Owen Hurley
2164,"Action, Adventure, Science Fiction",Roland Emmerich
28384,"Comedy, Drama, Romance",Woody Allen
13666,"Horror, Drama",George Waggner
11454,"Crime, Horror, Thriller",Michael Mann
5919,"Action, Drama, Thriller",John Guillermin
5698,"Western, Crime, Action, Adventure",Edwin S. Porter
3170,"Animation, Drama, Family",David Hand
1143319,"Comedy, Romance","Nicholas Fabiano, Richard Alan Reid"
696806,"Adventure, Science Fiction, Action, Comedy",Shawn Levy
651070,"Drama, Thriller, Mystery",Tyler Perry
402897,"Comedy, Drama, History",Armando Iannucci
10220,"Drama, Crime",John Dahl
9696,"Action, Crime, Horror",Takashi Miike
954,"Adventure, Action, Thriller",Brian De Palma
763215,"Fantasy, Action, Adventure",Juan Carlos Fresnadillo
606679,"Romance, Comedy, Music, Drama",Nisha Ganatra
505600,Comedy,Olivia Wilde
408508,"Drama, Romance",Alexandre Lehmann
233063,Comedy,Bora Dağtekin
82684,Drama,"Curtis Hanson, Michael Apted"
38055,"Animation, Action, Comedy, Family, Science Fiction",Tom McGrath
26748,"Drama, Mystery, Romance",John Sayles
8833,"Action, Comedy",Enzo Barboni
73532,"Drama, Comedy",Aki Kaurismäki
2061,"Action, Crime, Drama",Nicolas Winding Refn
920,"Animation, Adventure, Comedy, Family",John Lasseter
472451,Drama,Joel Edgerton
11973,"History, Thriller",Roger Donaldson
1985,"Drama, Mystery, Thriller",Fernando Meirelles
555561,"Thriller, Mystery",Stefano Mordini
333352,"Drama, Thriller, War",Gavin Hood
7270,"Comedy, Drama, Crime, Thriller",Ridley Scott
1382,"Comedy, Drama",Miranda July
847,"Fantasy, Adventure, Action",Ron Howard
526,"Adventure, Comedy, Fantasy",Richard Donner
281,"Crime, Drama, Science Fiction, Thriller",Kathryn Bigelow
457799,"Drama, Crime",Joe Berlinger
36657,"Adventure, Action, Science Fiction",Bryan Singer
15775,"Drama, Romance, Fantasy",Gil Junger
1771,"Action, Adventure, Science Fiction",Joe Johnston
893723,"Family, Comedy, Adventure, Animation",Cal Brunker
228970,Drama,Jean-Marc Vallée
50472,"Comedy, Fantasy","Arturo Brachetti, Rinaldo Gaspari"
48303,"Drama, Romance",Abbas Kiarostami
37056,"Comedy, Drama, Romance",Gary Winick
24752,"Action, Animation, Science Fiction",Mitsuo Hashimoto
15789,"Adventure, Comedy, Romance, Animation, Family",Kevin Lima
15058,Drama,Jessica Sharzer
746036,"Action, Comedy, Romance",David Leitch
446354,"Drama, History",Steven Spielberg
50393,"Animation, Family, TV Movie, Comedy, Fantasy",Tim Johnson
13378,"Animation, Family","Carole Holliday, Matthew O'Callaghan, Peggy Holmes, Theresa Cullen"
528888,"Drama, Comedy, History",Craig Brewer
26428,"Adventure, Drama, History",Alejandro Amenábar
14070,"Action, Romance, Thriller",A. R. Murugadoss
11815,"Science Fiction, Horror, Drama",Kurt Neumann
864,"Comedy, Adventure, Drama",Jon Turteltaub
298382,"Drama, Comedy, Western",Jocelyn Moorhouse
44009,"Drama, Comedy",Mike Leigh
12665,"Drama, Fantasy",Victor Salva
4946,"Drama, Thriller",Jacques Deray
1495,"Drama, Action, Adventure, History, War",Ridley Scott
532814,"Drama, Horror, Thriller, TV Movie",Rob Lowe
420821,"Animation, Family, Comedy, Adventure, Mystery",Akiva Schaffer
77174,"Family, Animation, Adventure, Comedy","Chris Butler, Sam Fell"
62214,"Animation, Comedy, Family",Tim Burton
12089,"Comedy, Mystery",Yves Robert
9905,"Crime, Thriller",Danny Boyle
797394,"Animation, Comedy, Fantasy",Alexey Tsitsilin
909,"Comedy, Drama, Romance, Family",Vincente Minnelli
943134,"Adventure, Drama, Science Fiction",Thomas Cailley
71864,"Fantasy, Drama, Comedy, Family",Peter Hedges
11826,"Crime, Thriller, Drama",Jonathan Glazer
2742,"Crime, Drama",David Cronenberg
1730,"Horror, Thriller, Mystery, Drama, Fantasy",David Lynch
811367,"Family, Comedy, Fantasy, Animation",Kevin Nolting
11219,"Comedy, Mystery",Alfred Hitchcock
1485,"Crime, Thriller",Mike Hodges
556803,"Romance, Comedy",Mike Rohl
524251,"Horror, Thriller, Mystery",Adam Randall
377897,"Action, Animation, Family",Conrad Helten
256835,"Animation, Family, Adventure, Comedy",Steve Purcell
21208,"Horror, Thriller",Jaume Collet-Serra
12783,"Drama, History, Romance",Saul Dibb
9799,"Action, Crime, Thriller",Rob Cohen
646,"Adventure, Action, Thriller",Terence Young
695721,"Drama, Science Fiction, Adventure, Action",Francis Lawrence
549509,"Drama, History",Brady Corbet
285783,"History, Drama, Adventure",Robert Zemeckis
49009,"Drama, Adventure, History",Peter Weir
506281,"Romance, Drama, Western",Mona Fastvold
53487,Drama,Paolo Sorrentino
10536,"Action, Crime, Comedy, Thriller",Peter Collinson
255718,"Family, Animation",Ezekiel Norton
14411,"Family, Animation, Adventure, Comedy, Fantasy, Action","Patrick Gilmore, Tim Johnson"
11360,"Animation, Family","Ben Sharpsteen, Bill Roberts, Jack Kinney, Norman Ferguson, Samuel Armstrong, Wilfred Jackson"
9427,Comedy,Peter Cattaneo
1079091,"Drama, Romance",Justin Baldoni
646097,"Crime, Action, Thriller",Jeremy Saulnier
528949,"Drama, History, Thriller",Mar Targarona
333371,"Thriller, Science Fiction, Drama, Horror",Dan Trachtenberg
97630,"Thriller, Drama",Kathryn Bigelow
84199,"Drama, Comedy, Romance",Jon Kasdan
41428,"Horror, Science Fiction",Shinya Tsukamoto
300,"Comedy, Drama, Fantasy",Michel Gondry
615665,"Comedy, Romance",John Whitesell
366564,Comedy,"Christophe Offenstein, Orelsan"
23202,"Horror, Comedy",Michael Dougherty
760099,Drama,Oliver Hermanus
458737,Drama,Paul Schrader
325690,Comedy,Edoardo Leo
310131,"Horror, Fantasy, Drama",Robert Eggers
287947,"Action, Comedy, Fantasy",David F. Sandberg
87825,"Drama, Romance",Robert Lorenz
9430,"Crime, Comedy, Thriller",Doug Liman
501633,"Comedy, Drama",Louis-Julien Petit
332872,"Drama, Romance",Pedro Almodóvar
381356,Comedy,Igor Gotesman
282631,"War, Action, Drama, History",Kim Han-min
103328,"Drama, Fantasy",Leos Carax
4148,"Drama, Romance",Sam Mendes
24253,"Drama, Action, Thriller, Crime, Mystery",Daniel Alfredson
917496,"Comedy, Fantasy, Horror",Tim Burton
726139,"Thriller, Action, Horror, Science Fiction, Adventure",Kim Tae-gon
615774,"Fantasy, Animation, Family, Adventure, Comedy, Mystery, Horror","Cecilia Aranovich, Ethan Spaulding"
85739,"Action, Drama, Crime",Stefano Sollima
160588,Drama,Woody Allen
67913,"Action, Comedy, Thriller, Crime",John Michael McDonagh
13550,Horror,Peter Medak
523777,"Animation, Action, Adventure, Comedy, Family, Science Fiction","Joe Ksander, Kevin R. Adams"
120475,"Action, Animation, Science Fiction",Yoshihiro Ueda
25670,"Thriller, Mystery, Action",Alfred Hitchcock
